"edible","capshape","capsurface","capcolor","bruises","odor","gillattach","gillspace","gillsize","gillcolor","stalkshape","stalkroot","stalksurfabove","stalksurfbelow","stalkcolorabove","stalkcolorbelow","veiltype","veilcolor","ringnumber","ringtype","sporeprintcol","pop","habitat"
"poisonous","knobbed","smooth","n","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves"
"edible","flat","smooth","n","no","none","attached","close","broad","brown","e","missing","smooth","smooth","orange","orange","partial","orange","one","pendant","brown","clustered","leaves"
"poisonous","knobbed","smooth","e","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","white","white","partial","white","one","evanescent","white","several","woods"
"edible","convex","smooth","n","no","none","attached","close","broad","orange","e","missing","smooth","smooth","orange","orange","partial","orange","one","pendant","orange","several","leaves"
"poisonous","knobbed","smooth","n","no","fishy","free","close","narrow","buff","t","missing","silky","silky","white","pink","partial","white","one","evanescent","white","several","woods"
"edible","knobbed","smooth","w","no","none","free","crowded","broad","pink","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","scaly","e","no","foul","free","close","narrow","buff","t","missing","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","scaly","n","no","foul","free","close","narrow","buff","t","missing","silky","silky","pink","white","partial","white","one","evanescent","white","several","woods"
"edible","knobbed","fibrous","g","no","none","free","crowded","broad","gray","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","flat","smooth","n","no","fishy","free","close","narrow","buff","t","missing","silky","smooth","pink","white","partial","white","one","evanescent","white","several","paths"
"edible","convex","smooth","g","no","none","free","crowded","broad","white","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","knobbed","scaly","n","no","foul","free","close","narrow","buff","t","missing","smooth","silky","pink","white","partial","white","one","evanescent","white","several","paths"
"poisonous","flat","smooth","e","no","foul","free","close","narrow","buff","t","missing","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","woods"
"edible","convex","fibrous","w","no","none","free","crowded","broad","pink","e","missing","silky","silky","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","knobbed","scaly","n","no","spicy","free","close","narrow","buff","t","missing","silky","smooth","white","white","partial","white","one","evanescent","white","several","leaves"
"poisonous","flat","scaly","n","no","musty","attached","close","broad","white","e","club","silky","scaly","cinnamon","cinnamon","partial","white","none","none","white","clustered","woods"
"edible","bell","fibrous","g","no","none","free","crowded","broad","white","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","knobbed","scaly","e","no","fishy","free","close","narrow","buff","t","missing","silky","silky","white","pink","partial","white","one","evanescent","white","several","paths"
"poisonous","convex","scaly","e","no","spicy","free","close","narrow","buff","t","missing","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","smooth","e","no","fishy","free","close","narrow","buff","t","missing","silky","silky","white","pink","partial","white","one","evanescent","white","several","leaves"
"edible","knobbed","fibrous","g","no","none","free","crowded","broad","gray","e","missing","smooth","silky","white","white","partial","white","two","pendant","white","numerous","grasses"
"edible","knobbed","fibrous","w","no","none","free","crowded","broad","pink","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","scaly","e","no","spicy","free","close","narrow","buff","t","missing","smooth","silky","white","white","partial","white","one","evanescent","white","several","woods"
"edible","knobbed","smooth","g","no","none","free","crowded","broad","gray","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","knobbed","smooth","n","no","foul","free","close","narrow","buff","t","missing","smooth","silky","pink","white","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","scaly","n","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","leaves"
"edible","knobbed","smooth","w","no","none","free","crowded","broad","white","e","missing","silky","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","scaly","e","no","fishy","free","close","narrow","buff","t","missing","silky","silky","pink","white","partial","white","one","evanescent","white","several","leaves"
"edible","bell","smooth","w","no","none","free","crowded","broad","white","e","missing","silky","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","smooth","n","no","fishy","free","close","narrow","buff","t","missing","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","woods"
"edible","convex","smooth","w","no","none","free","crowded","broad","white","e","missing","smooth","silky","white","white","partial","white","two","pendant","white","numerous","grasses"
"edible","bell","smooth","n","no","none","attached","close","broad","brown","e","missing","smooth","smooth","orange","orange","partial","orange","one","pendant","brown","several","leaves"
"poisonous","knobbed","smooth","n","no","spicy","free","close","narrow","buff","t","missing","silky","smooth","white","pink","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","scaly","e","no","foul","free","close","narrow","buff","t","missing","smooth","silky","pink","white","partial","white","one","evanescent","white","several","paths"
"edible","convex","fibrous","w","no","none","free","crowded","broad","white","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","convex","scaly","e","no","musty","attached","close","broad","yellow","e","club","silky","scaly","cinnamon","cinnamon","partial","white","none","none","white","clustered","woods"
"poisonous","knobbed","smooth","e","no","fishy","free","close","narrow","buff","t","missing","silky","silky","pink","white","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","smooth","n","no","foul","free","close","narrow","buff","t","missing","silky","silky","white","white","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","scaly","n","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","smooth","e","no","foul","free","close","narrow","buff","t","missing","smooth","silky","white","white","partial","white","one","evanescent","white","several","woods"
"edible","knobbed","smooth","n","no","none","attached","close","broad","orange","e","missing","smooth","smooth","orange","orange","partial","brown","one","pendant","buff","clustered","leaves"
"poisonous","knobbed","scaly","n","no","foul","free","close","narrow","buff","t","missing","silky","smooth","pink","white","partial","white","one","evanescent","white","several","leaves"
"edible","flat","scaly","n","no","none","free","close","broad","white","e","bulbous","scaly","scaly","brown","brown","partial","white","two","pendant","white","solitary","woods"
"edible","knobbed","smooth","g","no","none","free","crowded","broad","white","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","flat","scaly","e","no","fishy","free","close","narrow","buff","t","missing","silky","silky","white","pink","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","scaly","y","no","none","free","crowded","narrow","yellow","e","club","scaly","scaly","yellow","yellow","partial","yellow","one","evanescent","white","clustered","leaves"
"poisonous","knobbed","scaly","e","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","smooth","e","no","spicy","free","close","narrow","buff","t","missing","silky","silky","pink","pink","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","scaly","e","no","spicy","free","close","narrow","buff","t","missing","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","leaves"
"edible","bell","smooth","n","no","none","attached","close","broad","orange","e","missing","smooth","smooth","orange","orange","partial","brown","one","pendant","brown","clustered","leaves"
"edible","convex","smooth","g","bruises","none","free","close","broad","white","e","bulbous","smooth","smooth","white","white","partial","white","two","pendant","white","solitary","paths"
"edible","knobbed","smooth","g","no","none","free","crowded","broad","pink","e","missing","silky","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","flat","scaly","e","no","spicy","free","close","narrow","buff","t","missing","smooth","silky","pink","white","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","smooth","e","no","spicy","free","close","narrow","buff","t","missing","silky","silky","white","white","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","scaly","e","no","spicy","free","close","narrow","buff","t","missing","smooth","smooth","white","white","partial","white","one","evanescent","white","several","leaves"
"edible","bell","fibrous","w","no","none","free","crowded","broad","white","e","missing","silky","silky","white","white","partial","white","two","pendant","white","numerous","grasses"
"edible","flat","smooth","n","no","none","attached","close","broad","brown","e","missing","smooth","smooth","orange","orange","partial","orange","one","pendant","orange","clustered","leaves"
"poisonous","knobbed","smooth","n","no","fishy","free","close","narrow","buff","t","missing","silky","silky","white","white","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","smooth","e","no","foul","free","close","narrow","buff","t","missing","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","woods"
"edible","convex","fibrous","w","no","none","free","crowded","broad","gray","e","missing","silky","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","scaly","e","no","fishy","free","close","narrow","buff","t","missing","smooth","silky","white","white","partial","white","one","evanescent","white","several","leaves"
"edible","convex","fibrous","w","no","none","free","crowded","broad","gray","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","scaly","e","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","scaly","n","no","spicy","free","close","narrow","buff","t","missing","smooth","silky","white","white","partial","white","one","evanescent","white","several","paths"
"edible","convex","smooth","g","no","none","free","crowded","broad","pink","e","missing","silky","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"edible","convex","smooth","w","no","none","free","crowded","broad","gray","e","missing","smooth","silky","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","knobbed","scaly","n","no","foul","free","close","narrow","buff","t","missing","silky","silky","white","white","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","smooth","n","no","foul","free","close","narrow","buff","t","missing","silky","smooth","white","pink","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","smooth","e","no","spicy","free","close","narrow","buff","t","missing","silky","smooth","pink","white","partial","white","one","evanescent","white","several","woods"
"edible","bell","fibrous","w","no","none","free","crowded","broad","pink","e","missing","silky","silky","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","flat","smooth","n","no","foul","free","close","narrow","buff","t","missing","smooth","silky","pink","white","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","smooth","e","no","fishy","free","close","narrow","buff","t","missing","silky","silky","pink","white","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","smooth","n","no","foul","free","close","narrow","buff","t","missing","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves"
"poisonous","convex","scaly","n","no","musty","free","close","broad","yellow","e","club","silky","scaly","cinnamon","cinnamon","partial","white","none","none","white","clustered","woods"
"poisonous","knobbed","scaly","n","no","foul","free","close","narrow","buff","t","missing","silky","smooth","white","pink","partial","white","one","evanescent","white","several","leaves"
"edible","flat","smooth","n","no","none","attached","close","broad","orange","e","missing","smooth","smooth","orange","orange","partial","brown","one","pendant","yellow","clustered","leaves"
"poisonous","convex","scaly","e","no","foul","free","close","narrow","buff","t","missing","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","woods"
"edible","flat","smooth","n","no","none","attached","close","broad","yellow","e","missing","smooth","smooth","orange","orange","partial","brown","one","pendant","yellow","several","leaves"
"edible","bell","smooth","w","no","none","free","crowded","broad","gray","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"edible","bell","smooth","g","no","none","free","crowded","broad","pink","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","knobbed","scaly","e","no","spicy","free","close","narrow","buff","t","missing","silky","silky","white","pink","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","smooth","n","no","fishy","free","close","narrow","buff","t","missing","silky","silky","white","white","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","smooth","e","no","foul","free","close","narrow","buff","t","missing","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","smooth","e","no","fishy","free","close","narrow","buff","t","missing","silky","silky","pink","pink","partial","white","one","evanescent","white","several","woods"
"edible","bell","fibrous","w","no","none","free","crowded","broad","gray","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"edible","knobbed","smooth","g","no","none","free","crowded","broad","pink","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","flat","scaly","e","no","musty","free","close","broad","white","e","club","silky","scaly","cinnamon","cinnamon","partial","white","none","none","white","clustered","woods"
"poisonous","knobbed","scaly","n","no","foul","free","close","narrow","buff","t","missing","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","scaly","n","no","foul","free","close","narrow","buff","t","missing","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","paths"
"poisonous","flat","smooth","e","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","white","white","partial","white","one","evanescent","white","several","woods"
"poisonous","convex","smooth","n","no","spicy","free","close","narrow","buff","t","missing","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","scaly","n","no","spicy","free","close","narrow","buff","t","missing","silky","silky","pink","pink","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","scaly","c","no","musty","free","close","broad","yellow","e","club","silky","scaly","cinnamon","cinnamon","partial","white","none","none","white","clustered","woods"
"poisonous","knobbed","scaly","n","no","spicy","free","close","narrow","buff","t","missing","smooth","silky","pink","white","partial","white","one","evanescent","white","several","woods"
"edible","knobbed","smooth","w","no","none","free","crowded","broad","gray","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","flat","scaly","n","no","fishy","free","close","narrow","buff","t","missing","silky","silky","white","pink","partial","white","one","evanescent","white","several","leaves"
"edible","bell","fibrous","g","no","none","free","crowded","broad","pink","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","flat","smooth","e","no","foul","free","close","narrow","buff","t","missing","smooth","silky","white","white","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","smooth","e","no","fishy","free","close","narrow","buff","t","missing","silky","silky","pink","pink","partial","white","one","evanescent","white","several","leaves"
"edible","knobbed","smooth","g","no","none","free","crowded","broad","pink","e","missing","silky","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"edible","convex","smooth","g","no","none","free","crowded","broad","pink","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","smooth","e","no","fishy","free","close","narrow","buff","t","missing","silky","smooth","white","pink","partial","white","one","evanescent","white","several","leaves"
"edible","knobbed","smooth","n","no","none","attached","close","broad","brown","e","missing","smooth","smooth","orange","orange","partial","brown","one","pendant","yellow","clustered","leaves"
"edible","flat","scaly","p","bruises","none","free","close","broad","white","e","bulbous","smooth","smooth","white","white","partial","white","two","pendant","white","solitary","paths"
"edible","bell","smooth","w","no","none","free","crowded","broad","gray","e","missing","smooth","silky","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","flat","scaly","n","no","spicy","free","close","narrow","buff","t","missing","smooth","silky","pink","white","partial","white","one","evanescent","white","several","leaves"
"poisonous","flat","smooth","e","no","foul","free","close","narrow","buff","t","missing","silky","silky","white","pink","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","smooth","e","no","foul","free","close","narrow","buff","t","missing","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves"
"edible","knobbed","fibrous","g","no","none","free","crowded","broad","pink","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"edible","convex","fibrous","w","no","none","free","crowded","broad","pink","e","missing","silky","silky","white","white","partial","white","two","pendant","white","scattered","grasses"
"edible","convex","smooth","c","bruises","none","free","close","broad","white","e","bulbous","smooth","smooth","white","white","partial","white","two","pendant","white","solitary","paths"
"edible","knobbed","fibrous","g","no","none","free","crowded","broad","white","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","smooth","e","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","scaly","e","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","smooth","n","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","paths"
"poisonous","convex","scaly","e","no","foul","free","close","narrow","buff","t","missing","smooth","silky","white","pink","partial","white","one","evanescent","white","several","paths"
"edible","knobbed","smooth","n","no","none","attached","close","broad","orange","e","missing","smooth","smooth","orange","orange","partial","orange","one","pendant","orange","clustered","leaves"
"poisonous","flat","scaly","y","no","none","free","crowded","narrow","white","e","club","scaly","scaly","yellow","yellow","partial","yellow","one","evanescent","white","clustered","leaves"
"poisonous","convex","scaly","c","no","musty","attached","close","broad","white","e","club","silky","scaly","cinnamon","cinnamon","partial","white","none","none","white","clustered","woods"
"poisonous","convex","smooth","n","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","white","white","partial","white","one","evanescent","white","several","woods"
"edible","convex","scaly","p","bruises","none","free","close","broad","white","e","bulbous","smooth","smooth","white","white","partial","white","two","pendant","white","several","paths"
"poisonous","knobbed","scaly","n","no","spicy","free","close","narrow","buff","t","missing","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","paths"
"edible","knobbed","smooth","g","no","none","free","crowded","broad","gray","e","missing","smooth","silky","white","white","partial","white","two","pendant","white","numerous","grasses"
"edible","bell","smooth","g","no","none","free","crowded","broad","pink","e","missing","smooth","silky","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","smooth","e","no","foul","free","close","narrow","buff","t","missing","silky","smooth","pink","white","partial","white","one","evanescent","white","several","paths"
"edible","convex","smooth","n","no","none","attached","close","broad","orange","e","missing","smooth","smooth","orange","orange","partial","brown","one","pendant","buff","several","leaves"
"edible","bell","smooth","n","no","none","attached","close","broad","orange","e","missing","smooth","smooth","orange","orange","partial","brown","one","pendant","buff","several","leaves"
"edible","flat","smooth","n","bruises","none","free","close","broad","white","e","bulbous","smooth","smooth","white","white","partial","white","two","pendant","white","solitary","paths"
"edible","knobbed","smooth","g","no","none","free","crowded","broad","gray","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","flat","smooth","n","no","fishy","free","close","narrow","buff","t","missing","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","smooth","n","no","foul","free","close","narrow","buff","t","missing","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","woods"
"poisonous","flat","scaly","n","no","spicy","free","close","narrow","buff","t","missing","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","scaly","e","no","fishy","free","close","narrow","buff","t","missing","silky","smooth","white","pink","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","smooth","n","no","foul","free","close","narrow","buff","t","missing","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","smooth","e","no","fishy","free","close","narrow","buff","t","missing","silky","smooth","white","white","partial","white","one","evanescent","white","several","paths"
"edible","bell","smooth","w","no","none","free","crowded","broad","white","e","missing","silky","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","knobbed","scaly","n","no","musty","free","close","broad","yellow","e","club","silky","scaly","cinnamon","cinnamon","partial","white","none","none","white","clustered","woods"
"poisonous","knobbed","scaly","e","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","white","pink","partial","white","one","evanescent","white","several","woods"
"edible","knobbed","smooth","n","no","none","attached","close","broad","orange","e","missing","smooth","smooth","orange","orange","partial","orange","one","pendant","yellow","several","leaves"
"poisonous","knobbed","smooth","e","no","foul","free","close","narrow","buff","t","missing","smooth","silky","pink","white","partial","white","one","evanescent","white","several","paths"
"edible","bell","smooth","w","no","none","free","crowded","broad","white","e","missing","silky","silky","white","white","partial","white","two","pendant","white","scattered","grasses"
"edible","convex","smooth","g","no","none","free","crowded","broad","pink","e","missing","silky","silky","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","smooth","n","no","spicy","free","close","narrow","buff","t","missing","smooth","silky","white","white","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","scaly","n","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","smooth","n","no","foul","free","close","narrow","buff","t","missing","smooth","silky","white","white","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","scaly","e","no","foul","free","close","narrow","buff","t","missing","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","smooth","e","no","spicy","free","close","narrow","buff","t","missing","silky","silky","white","pink","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","scaly","n","no","fishy","free","close","narrow","buff","t","missing","smooth","silky","white","white","partial","white","one","evanescent","white","several","paths"
"edible","bell","smooth","g","no","none","free","crowded","broad","pink","e","missing","silky","silky","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","scaly","e","no","fishy","free","close","narrow","buff","t","missing","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","paths"
"edible","bell","fibrous","w","no","none","free","crowded","broad","gray","e","missing","smooth","silky","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","conical","scaly","y","no","none","free","crowded","narrow","yellow","e","club","scaly","scaly","yellow","yellow","partial","yellow","one","evanescent","white","clustered","leaves"
"poisonous","convex","smooth","n","no","spicy","free","close","narrow","buff","t","missing","smooth","silky","white","pink","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","scaly","e","no","fishy","free","close","narrow","buff","t","missing","silky","silky","pink","pink","partial","white","one","evanescent","white","several","leaves"
"edible","convex","smooth","g","no","none","free","crowded","broad","gray","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"edible","bell","smooth","n","no","none","attached","close","broad","brown","e","missing","smooth","smooth","orange","orange","partial","brown","one","pendant","yellow","several","leaves"
"poisonous","knobbed","scaly","e","no","fishy","free","close","narrow","buff","t","missing","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","leaves"
"edible","bell","smooth","n","no","none","attached","close","broad","orange","e","missing","smooth","smooth","orange","orange","partial","orange","one","pendant","brown","clustered","leaves"
"poisonous","knobbed","scaly","e","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","scaly","e","no","foul","free","close","narrow","buff","t","missing","silky","silky","pink","pink","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","smooth","e","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","white","white","partial","white","one","evanescent","white","several","paths"
"edible","bell","smooth","g","no","none","free","crowded","broad","pink","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"edible","knobbed","smooth","n","no","none","attached","close","broad","brown","e","missing","smooth","smooth","orange","orange","partial","orange","one","pendant","brown","clustered","leaves"
"edible","bell","smooth","n","no","none","attached","close","broad","yellow","e","missing","smooth","smooth","orange","orange","partial","brown","one","pendant","brown","several","leaves"
"poisonous","convex","smooth","n","no","foul","free","close","narrow","buff","t","missing","smooth","silky","white","pink","partial","white","one","evanescent","white","several","woods"
"edible","convex","smooth","g","bruises","none","free","close","broad","white","e","bulbous","smooth","smooth","white","white","partial","white","two","pendant","white","several","paths"
"edible","convex","fibrous","g","no","none","free","crowded","broad","white","e","missing","silky","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","smooth","n","no","spicy","free","close","narrow","buff","t","missing","silky","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves"
"edible","knobbed","fibrous","g","no","none","free","crowded","broad","pink","e","missing","silky","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"poisonous","knobbed","smooth","n","no","foul","free","close","narrow","buff","t","missing","silky","smooth","white","pink","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","scaly","e","no","fishy","free","close","narrow","buff","t","missing","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","scaly","n","no","spicy","free","close","narrow","buff","t","missing","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","woods"
"edible","flat","smooth","p","bruises","none","free","close","broad","white","e","bulbous","smooth","smooth","white","white","partial","white","two","pendant","white","solitary","paths"
"poisonous","knobbed","scaly","n","no","foul","free","close","narrow","buff","t","missing","silky","smooth","white","pink","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","scaly","e","no","foul","free","close","narrow","buff","t","missing","smooth","smooth","pink","white","partial","white","one","evanescent","white","several","paths"
"edible","flat","smooth","n","no","none","attached","close","broad","yellow","e","missing","smooth","smooth","orange","orange","partial","brown","one","pendant","buff","clustered","leaves"
"poisonous","knobbed","scaly","e","no","foul","free","close","narrow","buff","t","missing","silky","silky","pink","white","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","scaly","n","no","fishy","free","close","narrow","buff","t","missing","silky","silky","white","white","partial","white","one","evanescent","white","several","woods"
"poisonous","knobbed","scaly","n","no","fishy","free","close","narrow","buff","t","missing","silky","silky","pink","pink","partial","white","one","evanescent","white","several","woods"
"poisonous","flat","scaly","n","no","spicy","free","close","narrow","buff","t","missing","smooth","silky","white","white","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","smooth","e","no","foul","free","close","narrow","buff","t","missing","silky","silky","pink","pink","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","scaly","e","no","spicy","free","close","narrow","buff","t","missing","silky","silky","pink","pink","partial","white","one","evanescent","white","several","leaves"
"edible","convex","smooth","n","no","none","attached","close","broad","brown","e","missing","smooth","smooth","orange","orange","partial","orange","one","pendant","orange","clustered","leaves"
"poisonous","flat","smooth","e","no","spicy","free","close","narrow","buff","t","missing","silky","smooth","white","pink","partial","white","one","evanescent","white","several","paths"
"edible","knobbed","smooth","g","no","none","free","crowded","broad","pink","e","missing","smooth","smooth","white","white","partial","white","two","pendant","white","scattered","grasses"
"poisonous","knobbed","smooth","e","no","spicy","free","close","narrow","buff","t","missing","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","leaves"
"poisonous","knobbed","smooth","e","no","fishy","free","close","narrow","buff","t","missing","smooth","silky","pink","white","partial","white","one","evanescent","white","several","leaves"
"edible","flat","smooth","n","no","none","attached","close","broad","brown","e","missing","smooth","smooth","orange","orange","partial","orange","one","pendant","orange","several","leaves"
"poisonous","knobbed","smooth","n","no","spicy","free","close","narrow","buff","t","missing","smooth","silky","pink","pink","partial","white","one","evanescent","white","several","leaves"
"edible","convex","fibrous","g","no","none","free","crowded","broad","pink","e","missing","smooth","silky","white","white","partial","white","two","pendant","white","scattered","grasses"
"edible","knobbed","smooth","n","no","none","attached","close","broad","brown","e","missing","smooth","smooth","orange","orange","partial","orange","one","pendant","orange","several","leaves"
"poisonous","flat","smooth","e","no","spicy","free","close","narrow","buff","t","missing","smooth","smooth","pink","pink","partial","white","one","evanescent","white","several","paths"
"poisonous","knobbed","smooth","n","no","spicy","free","close","narrow","buff","t","missing","smooth","smooth","white","white","partial","white","one","evanescent","white","several","woods"
"edible","flat","scaly","n","bruises","none","free","close","broad","white","e","bulbous","smooth","smooth","white","white","partial","white","two","pendant","white","solitary","paths"
"edible","convex","fibrous","g","no","none","free","crowded","broad","gray","e","missing","smooth","silky","white","white","partial","white","two","pendant","white","numerous","grasses"
"edible","knobbed","smooth","w","no","none","free","crowded","broad","white","e","missing","silky","smooth","white","white","partial","white","two","pendant","white","numerous","grasses"
"edible","bell","smooth","n","no","none","attached","close","broad","brown","e","missing","smooth","smooth","orange","orange","partial","brown","one","pendant","buff","clustered","leaves"
